id,title,type,difficulty,company,submits,solved,tags,time_step
1482H,Exam,PROGRAMMING,15,codeforces,199,20.0,"['data structures', 'string suffix structures', 'trees']",=1656916706202
1482G,Vabank,PROGRAMMING,13,codeforces,135,93.0,"['binary search', 'interactive']",=1656916706202
1482F,Useful Edges,PROGRAMMING,11,codeforces,171,91.0,"['graphs', 'shortest paths']",=1656916706202
1482E,Skyline Photo,PROGRAMMING,9,codeforces,102,82.0,"['data structures', 'divide and conquer', 'dp']",=1656916706202
1482D,Playlist,PROGRAMMING,7,codeforces,132,88.0,"['data structures', 'dsu', 'implementation', 'shortest paths']",=1656916706202
1482C,Basic Diplomacy,PROGRAMMING,5,codeforces,196,33.0,"['brute force', 'constructive algorithms', 'greedy', 'implementation']",=1656916706202
1482B,Restore Modulo,PROGRAMMING,3,codeforces,105,23.0,"['implementation', 'math']",=1656916706202
1482A,Prison Break,PROGRAMMING,1,codeforces,121,31.0,['math'],=1656916706202
1481F,AB Tree,PROGRAMMING,11,codeforces,135,84.0,"['dp', 'greedy', 'trees']",=1656916706202
1481E,Sorting Books,PROGRAMMING,9,codeforces,130,29.0,"['data structures', 'dp', 'greedy']",=1656916706202
1481D,AB Graph,PROGRAMMING,7,codeforces,198,10.0,"['brute force', 'constructive algorithms', 'graphs', 'greedy', 'implementation']",=1656916706202
1481C,Fence Painting,PROGRAMMING,5,codeforces,164,40.0,"['brute force', 'constructive algorithms', 'greedy']",=1656916706202
1481B,New Colony,PROGRAMMING,3,codeforces,163,14.0,"['brute force', 'greedy', 'implementation']",=1656916706202
1481A,Space Navigation ,PROGRAMMING,1,codeforces,110,43.0,"['greedy', 'strings']",=1656916706202
1480B,The Great Hero,PROGRAMMING,3,codeforces,147,77.0,"['greedy', 'implementation', 'sortings']",=1656916706202
1480A,Yet Another String Game,PROGRAMMING,1,codeforces,121,23.0,"['games', 'greedy', 'strings']",=1656916706202
1479E,School Clubs,PROGRAMMING,9,codeforces,193,21.0,"['dp', 'fft', 'math', 'number theory', 'probabilities']",=1656916706202
1479D,Odd Mineral Resource,PROGRAMMING,7,codeforces,149,31.0,"['binary search', 'bitmasks', 'brute force', 'data structures', 'probabilities', 'trees']",=1656916706202
1479C,Continuous City,PROGRAMMING,5,codeforces,158,58.0,"['bitmasks', 'constructive algorithms']",=1656916706202
1479B2,Painting the Array II,PROGRAMMING,4,codeforces,144,64.0,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation']",=1656916706202
1479B1,Painting the Array I,PROGRAMMING,3,codeforces,156,26.0,"['constructive algorithms', 'data structures', 'dp', 'greedy', 'implementation']",=1656916706202
1479A,Searching Local Minimum,PROGRAMMING,1,codeforces,106,54.0,"['binary search', 'interactive', 'ternary search']",=1656916706202
1478C,Nezzar and Symmetric Array,PROGRAMMING,5,codeforces,143,4.0,"['implementation', 'math', 'sortings']",=1656916706202
1478B,Nezzar and Lucky Number,PROGRAMMING,3,codeforces,129,69.0,"['brute force', 'dp', 'greedy', 'math']",=1656916706202
1478A,Nezzar and Colorful Balls,PROGRAMMING,1,codeforces,104,7.0,"['brute force', 'greedy']",=1656916706202
1477F,Nezzar and Chocolate Bars,PROGRAMMING,11,codeforces,154,100.0,"['combinatorics', 'fft', 'math', 'probabilities']",=1656916706203
1477E,Nezzar and Tournaments,PROGRAMMING,9,codeforces,116,100.0,"['data structures', 'greedy']",=1656916706203
1477D,Nezzar and Hidden Permutations,PROGRAMMING,7,codeforces,107,1.0,"['constructive algorithms', 'dfs and similar', 'graphs']",=1656916706203
1477C,Nezzar and Nice Beatmap,PROGRAMMING,5,codeforces,121,49.0,"['constructive algorithms', 'geometry', 'greedy', 'math', 'sortings']",=1656916706203
1477B,Nezzar and Binary String,PROGRAMMING,3,codeforces,106,29.0,"['data structures', 'greedy']",=1656916706203
1477A,Nezzar and Board,PROGRAMMING,1,codeforces,144,25.0,"['constructive algorithms', 'math', 'number theory']",=1656916706203
1476G,Minimum Difference,PROGRAMMING,13,codeforces,101,56.0,"['data structures', 'hashing', 'sortings', 'two pointers']",=1656916706203
1476F,Lanterns,PROGRAMMING,11,codeforces,194,51.0,"['binary search', 'data structures', 'dp']",=1656916706203
1476E,Pattern Matching,PROGRAMMING,9,codeforces,130,51.0,"['bitmasks', 'data structures', 'dfs and similar', 'graphs', 'hashing', 'sortings', 'strings']",=1656916706203
1476D,Journey,PROGRAMMING,7,codeforces,150,68.0,"['dfs and similar', 'dp', 'dsu', 'implementation']",=1656916706203
1476C,Longest Simple Cycle,PROGRAMMING,5,codeforces,166,73.0,"['dp', 'graphs', 'greedy']",=1656916706203
1476B,Inflation,PROGRAMMING,3,codeforces,165,97.0,"['binary search', 'brute force', 'greedy', 'math']",=1656916706203
1476A,K-divisible Sum,PROGRAMMING,1,codeforces,107,10.0,"['binary search', 'constructive algorithms', 'greedy', 'math']",=1656916706203
1475G,Strange Beauty,PROGRAMMING,13,codeforces,128,59.0,"['dp', 'math', 'number theory', 'sortings']",=1656916706203
1475F,Unusual Matrix,PROGRAMMING,11,codeforces,126,58.0,"['2-sat', 'brute force', 'constructive algorithms']",=1656916706203
1475E,Advertising Agency,PROGRAMMING,9,codeforces,104,35.0,"['combinatorics', 'math', 'sortings']",=1656916706203
1475D,Cleaning the Phone,PROGRAMMING,7,codeforces,182,18.0,"['binary search', 'dp', 'sortings', 'two pointers']",=1656916706203
1475C,Ball in Berland,PROGRAMMING,5,codeforces,172,43.0,"['combinatorics', 'graphs', 'math']",=1656916706203
1475B,New Year's Number,PROGRAMMING,3,codeforces,150,8.0,"['brute force', 'dp', 'math']",=1656916706203
1475A,Odd Divisor,PROGRAMMING,1,codeforces,115,79.0,"['math', 'number theory']",=1656916706203
1474F,1 2 3 4 ...,PROGRAMMING,11,codeforces,160,96.0,"['dp', 'math', 'matrices']",=1656916706203
1474E,What Is It?,PROGRAMMING,9,codeforces,107,47.0,"['constructive algorithms', 'greedy']",=1656916706203
1474D,Cleaning,PROGRAMMING,7,codeforces,103,3.0,"['data structures', 'dp', 'greedy', 'math']",=1656916706203
1474C,Array Destruction,PROGRAMMING,5,codeforces,159,18.0,"['brute force', 'constructive algorithms', 'data structures', 'greedy', 'implementation', 'sortings']",=1656916706203
1474B,Different Divisors,PROGRAMMING,3,codeforces,151,96.0,"['binary search', 'constructive algorithms', 'greedy', 'math', 'number theory']",=1656916706203
1474A,Puzzle From the Future,PROGRAMMING,1,codeforces,158,97.0,['greedy'],=1656916706203
1473G,Tiles,PROGRAMMING,13,codeforces,126,8.0,"['combinatorics', 'dp', 'fft', 'math']",=1656916706203
1473F,Strange Set,PROGRAMMING,11,codeforces,101,37.0,"['flows', 'math']",=1656916706203
1473E,Minimum Path,PROGRAMMING,9,codeforces,111,57.0,"['graphs', 'shortest paths']",=1656916706203
1473D,Program,PROGRAMMING,7,codeforces,148,2.0,"['data structures', 'dp', 'implementation', 'strings']",=1656916706203
1473C,No More Inversions,PROGRAMMING,5,codeforces,112,1.0,"['constructive algorithms', 'math']",=1656916706203
1473B,String LCM,PROGRAMMING,3,codeforces,103,91.0,"['brute force', 'math', 'number theory', 'strings']",=1656916706203
1473A,Replacing Elements,PROGRAMMING,1,codeforces,147,4.0,"['greedy', 'implementation', 'math', 'sortings']",=1656916706203
1472G,Moving to the Capital,PROGRAMMING,13,codeforces,189,19.0,"['dfs and similar', 'dp', 'graphs', 'shortest paths']",=1656916706203
1472F,New Year's Puzzle,PROGRAMMING,11,codeforces,176,4.0,"['brute force', 'dp', 'graph matchings', 'greedy', 'sortings']",=1656916706203
1472E,Correct Placement,PROGRAMMING,9,codeforces,102,16.0,"['binary search', 'data structures', 'dp', 'sortings', 'two pointers']",=1656916706203
1472D,Even-Odd Game,PROGRAMMING,7,codeforces,146,47.0,"['dp', 'games', 'greedy', 'sortings']",=1656916706203
1472C,Long Jumps,PROGRAMMING,5,codeforces,138,6.0,"['dp', 'graphs']",=1656916706203
1472B,Fair Division,PROGRAMMING,3,codeforces,193,23.0,"['dp', 'greedy', 'math']",=1656916706203
1472A,Cards for Friends,PROGRAMMING,1,codeforces,118,75.0,"['greedy', 'math']",=1656916706203
1471B,Strange List,PROGRAMMING,3,codeforces,135,15.0,"['brute force', 'greedy', 'implementation', 'math']",=1656916706203
1471A,Strange Partition,PROGRAMMING,1,codeforces,118,24.0,"['greedy', 'math', 'number theory']",=1656916706203
1470F,Strange Covering,PROGRAMMING,11,codeforces,166,13.0,['divide and conquer'],=1656916706203
1470E,Strange Permutation,PROGRAMMING,9,codeforces,176,63.0,"['binary search', 'combinatorics', 'data structures', 'dp', 'graphs', 'implementation', 'two pointers']",=1656916706203
1470D,Strange Housing,PROGRAMMING,7,codeforces,195,46.0,"['constructive algorithms', 'dfs and similar', 'graph matchings', 'graphs', 'greedy']",=1656916706203
1470C,Strange Shuffle,PROGRAMMING,5,codeforces,140,7.0,"['binary search', 'brute force', 'constructive algorithms', 'interactive']",=1656916706203
1470B,Strange Definition,PROGRAMMING,3,codeforces,125,90.0,"['bitmasks', 'graphs', 'hashing', 'math', 'number theory']",=1656916706203
1470A,Strange Birthday Party,PROGRAMMING,1,codeforces,123,98.0,"['binary search', 'dp', 'greedy', 'sortings', 'two pointers']",=1656916706203
1469F,Power Sockets,PROGRAMMING,11,codeforces,130,17.0,"['binary search', 'data structures', 'greedy']",=1656916706203
1469E,A Bit Similar,PROGRAMMING,9,codeforces,181,68.0,"['bitmasks', 'brute force', 'hashing', 'string suffix structures', 'strings', 'two pointers']",=1656916706203
1469D,Ceil Divisions,PROGRAMMING,7,codeforces,166,69.0,"['brute force', 'constructive algorithms', 'math', 'number theory']",=1656916706203
1469C,Building a Fence,PROGRAMMING,5,codeforces,166,37.0,"['dp', 'greedy', 'implementation', 'two pointers']",=1656916706203
1469B,Red and Blue,PROGRAMMING,3,codeforces,184,21.0,"['dp', 'greedy']",=1656916706203
1469A,Regular Bracket Sequence,PROGRAMMING,1,codeforces,145,42.0,"['constructive algorithms', 'greedy']",=1656916706203
1468N,Waste Sorting,PROGRAMMING,27,codeforces,181,88.0,"['greedy', 'implementation']",=1656916706203
1468M,Similar Sets,PROGRAMMING,25,codeforces,198,23.0,"['data structures', 'graphs', 'implementation']",=1656916706203
1468L,Prime Divisors Selection,PROGRAMMING,23,codeforces,194,42.0,"['binary search', 'greedy', 'math', 'number theory']",=1656916706203
1468K,The Robot,PROGRAMMING,21,codeforces,120,27.0,"['brute force', 'implementation']",=1656916706203
1468J,Road Reform,PROGRAMMING,19,codeforces,139,54.0,"['dsu', 'graphs', 'greedy']",=1656916706203
1468I,Plane Tiling,PROGRAMMING,17,codeforces,180,66.0,"['geometry', 'implementation', 'math']",=1656916706203
1468H,K and Medians,PROGRAMMING,15,codeforces,172,40.0,"['constructive algorithms', 'greedy', 'math']",=1656916706203
1468G,Hobbits,PROGRAMMING,13,codeforces,186,67.0,"['binary search', 'geometry']",=1656916706203
1468F,Full Turn,PROGRAMMING,11,codeforces,105,95.0,"['geometry', 'hashing', 'number theory']",=1656916706203
1468E,Four Segments,PROGRAMMING,9,codeforces,184,28.0,['greedy'],=1656916706203
1468D,Firecrackers,PROGRAMMING,7,codeforces,168,91.0,"['binary search', 'sortings']",=1656916706203
1468C,Berpizza,PROGRAMMING,5,codeforces,195,2.0,"['data structures', 'implementation']",=1656916706203
1468B,Bakery,PROGRAMMING,3,codeforces,152,7.0,"['data structures', 'dsu']",=1656916706203
1468A,LaIS,PROGRAMMING,1,codeforces,120,32.0,"['data structures', 'dp', 'greedy']",=1656916706203
1467E,Distinctive Roots in a Tree,PROGRAMMING,9,codeforces,134,43.0,"['data structures', 'dfs and similar', 'dp', 'trees']",=1656916706203
1467D,Sum of Paths,PROGRAMMING,7,codeforces,172,19.0,"['combinatorics', 'dp', 'math']",=1656916706203
1467C,Three Bags,PROGRAMMING,5,codeforces,150,60.0,"['constructive algorithms', 'greedy']",=1656916706203
1467B,Hills And Valleys,PROGRAMMING,3,codeforces,179,25.0,"['brute force', 'implementation']",=1656916706203
1467A,Wizard of Orz,PROGRAMMING,1,codeforces,154,77.0,"['constructive algorithms', 'greedy', 'math']",=1656916706203
1466I,The Riddle of the Sphinx,PROGRAMMING,17,codeforces,164,96.0,"['binary search', 'data structures', 'data structures', 'interactive']",=1656916706203
1466H,Finding satisfactory solutions,PROGRAMMING,15,codeforces,149,73.0,"['combinatorics', 'dp', 'graphs', 'greedy', 'math']",=1656916706203
1466G,Song of the Sirens,PROGRAMMING,13,codeforces,166,66.0,"['combinatorics', 'divide and conquer', 'hashing', 'math', 'string suffix structures', 'strings']",=1656916706203
1466F,Euclid's nightmare,PROGRAMMING,11,codeforces,151,95.0,"['bitmasks', 'dfs and similar', 'dsu', 'graphs', 'greedy', 'math', 'sortings']",=1656916706203
1466E,Apollo versus Pan,PROGRAMMING,9,codeforces,121,15.0,"['bitmasks', 'brute force', 'math']",=1656916706203
1466D,13th Labour of Heracles,PROGRAMMING,7,codeforces,199,46.0,"['data structures', 'greedy', 'sortings', 'trees']",=1656916706203
1466C,Canine poetry,PROGRAMMING,5,codeforces,140,11.0,"['dp', 'greedy', 'strings']",=1656916706203
1466B,Last minute enhancements,PROGRAMMING,3,codeforces,123,47.0,"['dp', 'greedy']",=1656916706203
1466A,Bovine Dilemma,PROGRAMMING,1,codeforces,118,28.0,"['brute force', 'geometry', 'math']",=1656916706203
1464F,My Beautiful Madness,PROGRAMMING,11,codeforces,150,46.0,"['data structures', 'trees']",=1656916706203
1463F,Max Correct Set,PROGRAMMING,11,codeforces,117,85.0,"['bitmasks', 'dp', 'math']",=1656916706203
1463E,Plan of Lectures,PROGRAMMING,9,codeforces,107,76.0,"['constructive algorithms', 'dfs and similar', 'dsu', 'graphs', 'implementation', 'sortings', 'trees']",=1656916706203
1463D,Pairs,PROGRAMMING,7,codeforces,129,60.0,"['binary search', 'constructive algorithms', 'greedy', 'two pointers']",=1656916706203
1463C,Busy Robot,PROGRAMMING,5,codeforces,138,49.0,['implementation'],=1656916706203
1463B,Find The Array,PROGRAMMING,3,codeforces,136,6.0,"['bitmasks', 'constructive algorithms', 'greedy']",=1656916706203
1463A,Dungeon,PROGRAMMING,1,codeforces,128,70.0,"['binary search', 'math']",=1656916706203
1462F,The Treasure of The Segments,PROGRAMMING,11,codeforces,142,13.0,"['binary search', 'data structures', 'greedy']",=1656916706203
1462E2,Close Tuples (hard version),PROGRAMMING,10,codeforces,174,17.0,"['binary search', 'combinatorics', 'implementation', 'math', 'sortings', 'two pointers']",=1656916706203
1462E1,Close Tuples (easy version),PROGRAMMING,9,codeforces,124,40.0,"['binary search', 'combinatorics', 'math', 'sortings', 'two pointers']",=1656916706203
1462D,Add to Neighbour and Remove,PROGRAMMING,7,codeforces,185,99.0,"['greedy', 'math', 'number theory']",=1656916706203
1462C,Unique Number,PROGRAMMING,5,codeforces,162,56.0,"['brute force', 'greedy', 'math']",=1656916706203
1462B,Last Year's Substring,PROGRAMMING,3,codeforces,145,4.0,"['dp', 'implementation', 'strings']",=1656916706203
1462A,Favorite Sequence,PROGRAMMING,1,codeforces,161,47.0,"['implementation', 'two pointers']",=1656916706203
1461F,Mathematical Expression,PROGRAMMING,11,codeforces,141,25.0,"['constructive algorithms', 'dp', 'greedy']",=1656916706203
1461E,Water Level,PROGRAMMING,9,codeforces,137,96.0,"['brute force', 'graphs', 'greedy', 'implementation', 'math']",=1656916706203
1461D,Divide and Summarize,PROGRAMMING,7,codeforces,182,73.0,"['binary search', 'brute force', 'data structures', 'divide and conquer', 'implementation', 'sortings']",=1656916706203
1461C,Random Events,PROGRAMMING,5,codeforces,173,40.0,"['dp', 'math', 'probabilities']",=1656916706203
1461B,Find the Spruce,PROGRAMMING,3,codeforces,177,92.0,"['brute force', 'dp', 'implementation']",=1656916706203
1461A,String Generation,PROGRAMMING,1,codeforces,104,56.0,"['constructive algorithms', 'greedy']",=1656916706203
1459B,Move and Turn,PROGRAMMING,3,codeforces,190,9.0,"['dp', 'math']",=1656916706203
1459A,Red-Blue Shuffle,PROGRAMMING,1,codeforces,140,48.0,"['math', 'probabilities']",=1656916706203
1458F,Range Diameter Sum,PROGRAMMING,11,codeforces,187,51.0,"['data structures', 'trees']",=1656916706203
1458E,Nim Shortcuts,PROGRAMMING,9,codeforces,169,36.0,"['data structures', 'games']",=1656916706203
1458D,Flip and Reverse,PROGRAMMING,7,codeforces,150,48.0,"['data structures', 'graphs', 'greedy']",=1656916706203
1458C,Latin Square,PROGRAMMING,5,codeforces,170,42.0,"['math', 'matrices']",=1656916706203
1458B,Glass Half Spilled,PROGRAMMING,3,codeforces,139,47.0,['dp'],=1656916706203
1458A,Row GCD,PROGRAMMING,1,codeforces,167,24.0,"['math', 'number theory']",=1656916706203
1456E,XOR-ranges,PROGRAMMING,9,codeforces,166,20.0,"['dp', 'greedy']",=1656916706203
1455G,Forbidden Value,PROGRAMMING,13,codeforces,153,96.0,"['data structures', 'dp']",=1656916706203
1455F,String and Operations,PROGRAMMING,11,codeforces,116,45.0,"['dp', 'greedy']",=1656916706203
1455E,Four Points,PROGRAMMING,9,codeforces,165,17.0,"['brute force', 'constructive algorithms', 'flows', 'geometry', 'greedy', 'implementation', 'math', 'ternary search']",=1656916706203
1455D,Sequence and Swaps,PROGRAMMING,7,codeforces,132,9.0,"['dp', 'greedy', 'sortings']",=1656916706203
1455C,Ping-pong,PROGRAMMING,5,codeforces,115,32.0,"['constructive algorithms', 'games', 'math']",=1656916706203
1455B,Jumps,PROGRAMMING,3,codeforces,148,77.0,"['constructive algorithms', 'math']",=1656916706203
1455A,Strange Functions,PROGRAMMING,1,codeforces,104,48.0,"['math', 'number theory']",=1656916706203
1454F,Array Partition,PROGRAMMING,11,codeforces,101,66.0,"['binary search', 'data structures', 'greedy', 'two pointers']",=1656916706203
1454E,Number of Simple Paths,PROGRAMMING,9,codeforces,195,48.0,"['combinatorics', 'dfs and similar', 'graphs', 'trees']",=1656916706203
1454D,Number into Sequence,PROGRAMMING,7,codeforces,119,43.0,"['constructive algorithms', 'math', 'number theory']",=1656916706203
1454C,Sequence Transformation,PROGRAMMING,5,codeforces,112,95.0,"['greedy', 'implementation']",=1656916706203
1454B,Unique Bid Auction,PROGRAMMING,3,codeforces,138,41.0,['implementation'],=1656916706203
1454A,Special Permutation,PROGRAMMING,1,codeforces,159,47.0,"['constructive algorithms', 'probabilities']",=1656916706203
1453F,Even Harder,PROGRAMMING,11,codeforces,179,15.0,['dp'],=1656916706203
1453E,Dog Snacks,PROGRAMMING,9,codeforces,123,76.0,"['binary search', 'dfs and similar', 'dp', 'greedy', 'trees']",=1656916706203
1453D,Checkpoints,PROGRAMMING,7,codeforces,103,17.0,"['brute force', 'constructive algorithms', 'greedy', 'math', 'probabilities']",=1656916706203
1453C,Triangles,PROGRAMMING,5,codeforces,188,87.0,"['greedy', 'implementation']",=1656916706203
1453B,Suffix Operations,PROGRAMMING,3,codeforces,130,81.0,"['constructive algorithms', 'implementation']",=1656916706203
1453A,Cancel the Trains,PROGRAMMING,1,codeforces,187,15.0,['implementation'],=1656916706203
1452G,Game On Tree,PROGRAMMING,13,codeforces,122,72.0,"['data structures', 'dfs and similar', 'greedy', 'trees']",=1656916706203
1452F,Divide Powers,PROGRAMMING,11,codeforces,119,12.0,"['constructive algorithms', 'greedy']",=1656916706203
1452E,Two Editorials,PROGRAMMING,9,codeforces,125,99.0,"['brute force', 'dp', 'greedy', 'sortings', 'two pointers']",=1656916706203
1452D,Radio Towers,PROGRAMMING,7,codeforces,125,77.0,"['combinatorics', 'dp', 'math']",=1656916706203
1452C,Two Brackets,PROGRAMMING,5,codeforces,179,4.0,['greedy'],=1656916706203
1452B,Toy Blocks,PROGRAMMING,3,codeforces,102,29.0,"['binary search', 'greedy', 'math', 'sortings']",=1656916706203
1452A,Robot Program,PROGRAMMING,1,codeforces,130,24.0,['math'],=1656916706203
1451F,Nullify The Matrix,PROGRAMMING,11,codeforces,168,100.0,"['constructive algorithms', 'games']",=1656916706203
1451E2,Bitwise Queries (Hard Version),PROGRAMMING,10,codeforces,109,45.0,"['bitmasks', 'constructive algorithms', 'interactive', 'math']",=1656916706203
1451E1,Bitwise Queries (Easy Version),PROGRAMMING,9,codeforces,158,0.0,"['bitmasks', 'constructive algorithms', 'interactive', 'math']",=1656916706203
1451D,Circle Game,PROGRAMMING,7,codeforces,190,21.0,"['games', 'geometry', 'math']",=1656916706203
1451C,String Equality,PROGRAMMING,5,codeforces,109,66.0,"['dp', 'greedy', 'hashing', 'implementation', 'strings']",=1656916706203
1451B,Non-Substring Subsequence,PROGRAMMING,3,codeforces,123,46.0,"['dp', 'greedy', 'implementation', 'strings']",=1656916706203
1451A,Subtract or Divide,PROGRAMMING,1,codeforces,128,37.0,"['greedy', 'math']",=1656916706203
1450H2,Multithreading (Hard Version),PROGRAMMING,16,codeforces,123,30.0,"['combinatorics', 'implementation', 'math']",=1656916706203
1450H1,Multithreading (Easy Version),PROGRAMMING,15,codeforces,174,46.0,"['combinatorics', 'fft', 'math']",=1656916706203
1450G,Communism,PROGRAMMING,13,codeforces,151,53.0,"['bitmasks', 'dp', 'trees']",=1656916706203
1450F,The Struggling Contestant,PROGRAMMING,11,codeforces,138,86.0,"['constructive algorithms', 'greedy']",=1656916706203
1450E,Capitalism,PROGRAMMING,9,codeforces,170,33.0,"['constructive algorithms', 'dfs and similar', 'graphs', 'shortest paths']",=1656916706203
1450D,Rating Compression,PROGRAMMING,7,codeforces,142,97.0,"['binary search', 'data structures', 'greedy', 'implementation', 'two pointers']",=1656916706203
1450C2,Errich-Tac-Toe (Hard Version),PROGRAMMING,6,codeforces,190,15.0,"['constructive algorithms', 'math']",=1656916706203
1450C1,Errich-Tac-Toe (Easy Version),PROGRAMMING,5,codeforces,196,47.0,"['constructive algorithms', 'math']",=1656916706203
1450B,Balls of Steel,PROGRAMMING,3,codeforces,166,42.0,"['brute force', 'geometry', 'greedy']",=1656916706203
1450A,Avoid Trygub,PROGRAMMING,1,codeforces,135,8.0,"['constructive algorithms', 'sortings']",=1656916706203
1447B,Numbers Box,PROGRAMMING,3,codeforces,138,73.0,"['greedy', 'math']",=1656916706203
1447A,Add Candies,PROGRAMMING,1,codeforces,128,47.0,"['constructive algorithms', 'math']",=1656916706203
1446F,Line Distance,PROGRAMMING,11,codeforces,131,76.0,"['binary search', 'data structures', 'geometry']",=1656916706203
1446E,Long Recovery,PROGRAMMING,9,codeforces,149,61.0,"['constructive algorithms', 'dfs and similar']",=1656916706203
1446D2,Frequency Problem (Hard Version),PROGRAMMING,8,codeforces,150,62.0,"['data structures', 'greedy', 'two pointers']",=1656916706203
1446D1,Frequency Problem (Easy Version),PROGRAMMING,7,codeforces,135,21.0,"['data structures', 'greedy']",=1656916706203
1446C,Xor Tree,PROGRAMMING,5,codeforces,172,6.0,"['binary search', 'bitmasks', 'data structures', 'divide and conquer', 'dp', 'trees']",=1656916706203
1446B,Catching Cheaters,PROGRAMMING,3,codeforces,130,40.0,"['dp', 'strings']",=1656916706203
1446A,Knapsack,PROGRAMMING,1,codeforces,162,31.0,"['constructive algorithms', 'greedy', 'sortings']",=1656916706203
1445B,Elimination,PROGRAMMING,3,codeforces,156,6.0,"['greedy', 'math']",=1656916706203
1445A,Array Rearrangment,PROGRAMMING,1,codeforces,198,38.0,"['greedy', 'sortings']",=1656916706203
1444E,Finding the Vertex,PROGRAMMING,9,codeforces,140,81.0,"['brute force', 'dfs and similar', 'dp', 'interactive', 'trees']",=1656916706203
1444D,Rectangular Polyline,PROGRAMMING,7,codeforces,136,27.0,"['constructive algorithms', 'dp', 'geometry']",=1656916706203
1444C,Team-Building,PROGRAMMING,5,codeforces,159,95.0,"['data structures', 'dfs and similar', 'dsu', 'graphs']",=1656916706203
1444B,Divide and Sum,PROGRAMMING,3,codeforces,136,7.0,"['combinatorics', 'math', 'sortings']",=1656916706203
1444A,Division,PROGRAMMING,1,codeforces,129,14.0,"['brute force', 'math', 'number theory']",=1656916706203
1443E,Long Permutation,PROGRAMMING,9,codeforces,149,75.0,"['brute force', 'math', 'two pointers']",=1656916706203
1443C,The Delivery Dilemma,PROGRAMMING,5,codeforces,190,9.0,"['binary search', 'greedy', 'sortings']",=1656916706203
1443B,Saving the City,PROGRAMMING,3,codeforces,162,91.0,"['dp', 'greedy', 'math', 'sortings']",=1656916706203
1443A,Kids Seating,PROGRAMMING,1,codeforces,116,33.0,"['constructive algorithms', 'math']",=1656916706203
1442F,Differentiating Games,PROGRAMMING,11,codeforces,126,35.0,"['games', 'interactive']",=1656916706203
1442E,"Black, White and Grey Tree",PROGRAMMING,9,codeforces,126,11.0,"['binary search', 'constructive algorithms', 'dfs and similar', 'dp', 'greedy', 'trees']",=1656916706203
1442D,Sum,PROGRAMMING,7,codeforces,194,47.0,"['data structures', 'divide and conquer', 'dp', 'greedy']",=1656916706203
1442C,Graph Transpositions,PROGRAMMING,5,codeforces,121,74.0,"['dfs and similar', 'graphs', 'greedy', 'shortest paths']",=1656916706203
1442B,Identify the Operations,PROGRAMMING,3,codeforces,118,15.0,"['combinatorics', 'data structures', 'dsu', 'greedy', 'implementation']",=1656916706203
1442A,Extreme Subtraction,PROGRAMMING,1,codeforces,153,59.0,"['constructive algorithms', 'dp', 'greedy']",=1656916706203
1440B,Sum of Medians,PROGRAMMING,3,codeforces,146,45.0,"['greedy', 'math']",=1656916706203
1440A,Buy the String,PROGRAMMING,1,codeforces,140,13.0,"['implementation', 'math']",=1656916706203
1439E,Cheat and Win,PROGRAMMING,9,codeforces,132,54.0,"['bitmasks', 'data structures', 'games', 'trees']",=1656916706203
1439D,INOI Final Contests,PROGRAMMING,7,codeforces,160,15.0,"['combinatorics', 'dp', 'fft']",=1656916706203
1439C,Greedy Shopping,PROGRAMMING,5,codeforces,180,43.0,"['binary search', 'data structures', 'divide and conquer', 'greedy', 'implementation']",=1656916706203
1439B,Graph Subset Problem,PROGRAMMING,3,codeforces,162,90.0,"['constructive algorithms', 'data structures', 'graphs']",=1656916706203
1439A2,Binary Table (Hard Version),PROGRAMMING,2,codeforces,198,90.0,"['constructive algorithms', 'graphs', 'greedy', 'implementation']",=1656916706203
1439A1,Binary Table (Easy Version),PROGRAMMING,1,codeforces,166,18.0,"['constructive algorithms', 'implementation']",=1656916706203
1438F,Olha and Igor,PROGRAMMING,11,codeforces,133,28.0,"['interactive', 'probabilities', 'trees']",=1656916706203
1438E,Yurii Can Do Everything,PROGRAMMING,9,codeforces,142,89.0,"['binary search', 'bitmasks', 'brute force', 'constructive algorithms', 'divide and conquer', 'two pointers']",=1656916706203
1438D,Powerful Ksenia,PROGRAMMING,7,codeforces,151,35.0,"['bitmasks', 'constructive algorithms', 'math']",=1656916706203
1438C,Engineer Artem,PROGRAMMING,5,codeforces,145,20.0,"['2-sat', 'chinese remainder theorem', 'constructive algorithms', 'fft', 'flows']",=1656916706203
1438B,Valerii Against Everyone,PROGRAMMING,3,codeforces,175,1.0,"['constructive algorithms', 'data structures', 'greedy', 'sortings']",=1656916706203
1438A,Specific Tastes of Andre ,PROGRAMMING,1,codeforces,150,78.0,"['constructive algorithms', 'implementation']",=1656916706203
1437G,Death DBMS,PROGRAMMING,13,codeforces,112,83.0,"['data structures', 'string suffix structures', 'strings', 'trees']",=1656916706203
1437F,Emotional Fishermen,PROGRAMMING,11,codeforces,120,44.0,"['combinatorics', 'dp', 'math', 'two pointers']",=1656916706203
1437E,Make It Increasing,PROGRAMMING,9,codeforces,147,91.0,"['binary search', 'constructive algorithms', 'data structures', 'dp', 'implementation']",=1656916706203
1437D,Minimal Height Tree,PROGRAMMING,7,codeforces,170,29.0,"['graphs', 'greedy', 'shortest paths', 'trees']",=1656916706203
